soc_id,Latitude,Longitude,OldLat,OldLong,region,tdwg_code
B356,65.94,-135.23,65.94,-135.23,Subarctic America,70
B357,61.82,-157.75,61.82,-157.75,Subarctic America,70
B358,65.75,-122.89,65.75,-122.89,Subarctic America,70
B359,63.44,-143.12,63.44,-143.12,Subarctic America,70
B360,51.08,-77.81,51.08,-77.81,Eastern Canada,72
B361,63.85,-115.61,63.85,-115.61,Subarctic America,70
B362,61.74,-150.45,61.74,-150.45,Subarctic America,70
B363,61.24,-138.21,61.24,-138.21,Subarctic America,70
B364,63.33,-157.54,63.33,-157.54,Subarctic America,70
B365,56.19,-68.92,56.19,-68.92,Eastern Canada,72
B369,63.98,-160.75,63.98,-160.75,Subarctic America,70
B370,66.95,-156.94,66.95,-156.94,Subarctic America,70
B371,66.77,-161.53,66.77,-161.53,Subarctic America,70
B372,57.97,-62.02,57.97,-62.02,Eastern Canada,72
B373,55.32,-77.69,55.32,-77.69,Eastern Canada,72
B374,64.33,-96.2,64.33,-96.2,Subarctic America,70
B375,68.09,-160,68.09,-160,Subarctic America,70
B377,68.18,-151.71,68.18,-151.71,Subarctic America,70
B378,69.96,-132.09,69.96,-132.09,Subarctic America,70
B379,63.49,-170.31,63.49,-170.31,Subarctic America,70
B380,68.29,-166.12,68.29,-166.62,Subarctic America,70
B381,68.58,-106.61,68.58,-106.61,Subarctic America,70
B382,66.99,-95.18,66.99,-95.18,Subarctic America,70
B383,65.16,-88.12,65.16,-88.12,Subarctic America,70
B384,69.44,-81.51,69.44,-81.51,Subarctic America,70
B385,69.21,-50.31,69.31,-50.21,Subarctic America,70
B386,65.25,-64.7,65,-65,Subarctic America,70
B387,71.46,-94.93,71.46,-94.93,Subarctic America,70
B388,65.93,-37.34,65.63,-37.64,Subarctic America,70
B389,71.32,-156.78,71.32,-156.78,Subarctic America,70
B390,77.69,-69.5,77.49,-69.5,Subarctic America,70
